uuid,creation_date,frequency,day,updated_at,next_payment_day,status
0d9909ac-8074-4468-afcc-5e2ecdc125ca,1731711341,weekly,friday,2024-11-15 14:55:41,6,enabled
d9c6e43d-f570-41a9-aaf2-e9f3da2f93f6,1731708298,biweekly,monday,2024-11-15 14:04:58,16,enabled
2db8b85f-98c3-46c3-8251-16084f90d886,1731706842,weekly,friday,2024-11-15 13:40:42,6,enabled
1de528e7-1c16-4c66-b74a-c51e4d2aaf9a,1731705765,weekly,friday,2024-11-15 13:24:12,6,enabled
0f4983ea-2038-411c-9342-7e1eb80b200c,1731704700,weekly,friday,2024-11-15 13:05:09,6,enabled
95a1b8a1-4426-4749-9ed1-3ac323e7928c,1729723934,weekly,friday,2024-11-15 13:04:28,6,enabled
c8717104-b155-4277-8164-00da5af9cb4c,1730558615,weekly,friday,2024-11-15 12:56:22,6,enabled
31f88efc-1b1f-4ed0-8eaf-46a66d85a0e3,1730057121,weekly,friday,2024-11-15 11:31:29,6,enabled
c269f4a8-d26a-440e-b312-a12157164f86,1731698111,weekly,monday,2024-11-15 11:15:11,9,enabled
ea55e5ea-2ad5-4b49-be00-03597558d95f,1731698101,weekly,monday,2024-11-15 11:15:02,9,enabled
ed7249e2-dddf-45c2-ba77-68121592a2f8,1731695574,daily,daily,2024-11-15 10:32:54,4,enabled
22126883-98d8-4e50-88fa-2f55ec23f6c6,1731691740,biweekly,friday,2024-11-15 09:29:01,13,enabled
f503ae2b-9d17-4d8e-9b2b-5cc79e79c63f,1731691674,weekly,friday,2024-11-15 09:27:54,6,enabled
ba179220-3b79-4298-9831-9beb5ffc675a,1722196479,weekly,friday,2024-11-15 08:18:00,6,enabled
3dbd8b78-840f-476b-ae85-a6e67465ebe2,1722196462,weekly,friday,2024-11-15 08:17:50,6,enabled
ddd93497-a256-41f6-b504-e9230d786d6f,1726959818,biweekly,friday,2024-11-15 08:06:55,13,enabled
e8419696-be9c-4102-ae45-8318574b7687,1731684279,daily,daily,2024-11-15 07:25:14,4,enabled
a7982d3d-8137-45a2-86d1-dd337af0b15d,1731681755,weekly,friday,2024-11-15 06:42:35,6,enabled
e9c2b99f-0063-41cf-a2b9-84ad9399dfee,1731505971,biweekly,saturday,2024-11-15 06:17:53,14,enabled
b52296bf-cb1a-40a8-be1a-a3f518a15d7b,1731678926,biweekly,friday,2024-11-15 05:55:27,13,enabled
77cdda96-6e5b-47c1-b486-9f06da2c7372,1729432012,monthly,first_day,2024-11-15 05:40:25,1,enabled
d279aac1-d90f-4e56-807b-0d9b1e59a030,1731675390,weekly,thursday,2024-11-15 04:56:30,5,enabled
3fba6647-f605-431c-b035-40a67b38e501,1729711777,monthly,fifteenth_day,2024-11-15 04:35:12,15,enabled
9608bbfd-63e3-498f-9ca8-61280edc859f,1730466947,biweekly,friday,2024-11-15 03:22:10,13,enabled
9b5a1bfb-29c6-49b4-bcab-fa3596f356c2,1731661210,weekly,friday,2024-11-15 01:00:10,6,enabled
36b0ed2c-7557-4a5e-9677-513efaf80812,1731108635,weekly,saturday,2024-11-14 23:50:59,7,enabled
ad7e3798-a918-4f48-8b6e-9da58942aa01,1731651790,biweekly,friday,2024-11-14 22:23:10,13,enabled
70314bf5-5325-4dab-a8c0-b057efe8a702,1731651690,biweekly,friday,2024-11-14 22:21:30,13,enabled
f8c61b4e-8c5a-486b-8e0e-70661d193407,1731642233,monthly,first_day,2024-11-14 19:43:53,1,enabled
c3ba12d1-63a2-40ed-a556-61d3bd27d0b6,1731010009,monthly,first_day,2024-11-14 18:44:32,1,enabled
2cb3cd03-75f8-429b-9aa9-bd986b7073f1,1731635898,daily,daily,2024-11-14 17:58:18,4,enabled
f741b3eb-ce92-4ea2-919f-fa164b367f08,1730291843,weekly,friday,2024-11-14 17:53:00,6,enabled
74be5e94-e4ee-439e-a2bb-e21332dc6d7c,1731635361,biweekly,friday,2024-11-14 17:49:21,13,enabled
09d0b079-d686-4f09-aed7-07d467c1979c,1731633141,weekly,thursday,2024-11-14 17:16:55,5,enabled
e3f13153-fd15-441c-99a8-bf60b658dd8e,1731633092,weekly,thursday,2024-11-14 17:11:32,5,enabled
1bfe8305-d2c3-44df-b984-58a4d00f05db,1731629366,biweekly,thursday,2024-11-14 16:09:26,12,enabled
b1663b2c-cd21-4508-9d37-acd20b1731ee,1727522773,biweekly,friday,2024-11-14 15:10:25,13,enabled
1fb5aa4e-cfc1-4003-8e5c-c53d452f19fa,1731623892,biweekly,thursday,2024-11-14 14:38:13,12,enabled
1958d8e3-cb69-4190-a47e-58008d526fc8,1731623845,biweekly,tuesday,2024-11-14 14:37:25,17,enabled
7461261f-f6cb-41fb-89b4-8f1e0739d33f,1731623629,biweekly,thursday,2024-11-14 14:34:01,12,enabled
bcfc34ae-aaaa-4b3f-85e7-f90ba2062371,1731621536,biweekly,monday,2024-11-14 13:58:56,16,enabled
6b2413c4-18c2-4e50-ad94-d90520277122,1731621524,weekly,monday,2024-11-14 13:58:44,9,enabled
479fcf15-dfca-4ea7-9770-e36a122defb7,1731621501,weekly,monday,2024-11-14 13:58:21,9,enabled
30cc457a-c064-4288-b4cc-82542ea6bbfe,1731618685,weekly,friday,2024-11-14 13:11:25,6,enabled
7d6a1506-e1da-4d16-8128-20f084024649,1731618250,weekly,monday,2024-11-14 13:04:10,9,enabled
902a5e8f-d92d-4ff2-97b3-50e3b769ffcd,1731616292,biweekly,wednesday,2024-11-14 12:31:33,11,enabled
1c1592b0-30be-4f79-a9cc-50bed1681a64,1731616074,biweekly,monday,2024-11-14 12:27:54,16,enabled
76642ab1-6aca-4875-826c-21e503aa52cd,1725621295,biweekly,friday,2024-11-14 12:21:47,13,enabled
6d3e8528-dd0e-40fd-9f2c-d3a48ae3bbe6,1727828786,weekly,friday,2024-11-14 12:17:31,6,enabled
fa7342e4-e8e4-4cfa-b18a-d2a28f877350,1731615152,monthly,fifteenth_day,2024-11-14 12:12:32,15,enabled
c56e43ec-59ff-4958-b158-e843bfbe4922,1731612372,weekly,wednesday,2024-11-14 11:26:12,4,enabled
7523f34b-a154-47c5-8aa7-0a26cb7eda4f,1731538606,weekly,friday,2024-11-14 10:56:04,6,enabled
ee7dde51-d708-4989-b9be-3234f0ec6ad0,1727144188,biweekly,thursday,2024-11-14 09:56:01,12,enabled
c87131e1-8d2c-42de-a64a-cba3f04577dd,1731606025,weekly,monday,2024-11-14 09:40:26,9,enabled
40efe622-0c31-46ee-828d-243358df5548,1731377217,weekly,friday,2024-11-14 08:42:16,6,enabled
f9adcb4a-becc-4fca-aa51-bf40847fc1ab,1731600857,biweekly,friday,2024-11-14 08:14:18,13,enabled
2dee579d-00b2-44f0-8ac4-ed62895d200c,1722647564,weekly,thursday,2024-11-14 07:20:54,5,enabled
ae63beb1-be4f-4f20-9efc-4b842402dce6,1725653111,weekly,friday,2024-11-14 07:04:10,6,enabled
8d74f0af-8c00-47f9-b174-0f451c57b50d,1731590065,biweekly,thursday,2024-11-14 05:14:24,12,enabled
48e789cf-0b57-4668-9ca3-ea393c10f9a2,1731589969,biweekly,thursday,2024-11-14 05:12:48,12,enabled
ce7d6ad9-3f63-4b8d-b1b0-32c5902be928,1731584570,biweekly,thursday,2024-11-14 03:42:50,12,enabled
f9368498-84b9-4797-a8e8-7140c1d10739,1731584542,biweekly,thursday,2024-11-14 03:42:22,12,enabled
2066eeb3-3d34-408c-aae1-e509d169c48b,1731584534,biweekly,thursday,2024-11-14 03:42:14,12,enabled
2b50f22e-2cfb-4bf9-a88e-81c5479a5c53,1731584523,biweekly,thursday,2024-11-14 03:42:03,12,enabled
c1a21f24-9999-43ff-a619-f3cbe002a8c7,1731583522,biweekly,thursday,2024-11-14 03:25:22,12,enabled
cd491ebb-c095-4b08-96b5-ff85c2f4d327,1731553680,biweekly,monday,2024-11-13 19:08:00,16,enabled
ccdef42f-39b9-4bb8-80ec-a261a43c558a,1731553565,weekly,friday,2024-11-13 19:06:05,6,enabled
768594cf-3448-4244-92c4-2a5be8e25ab4,1731553553,weekly,friday,2024-11-13 19:05:53,6,enabled
68f6eb5b-c608-4fab-99fd-f6816ec0be53,1730099781,monthly,first_day,2024-11-13 18:42:14,1,enabled
d5b97a05-2c07-4079-b3ec-bf3fd9cb8c4a,1731288617,biweekly,wednesday,2024-11-13 18:22:54,11,enabled
0e4ede31-e71b-4c88-9c55-85e03aa05b1b,1731550530,monthly,first_day,2024-11-13 18:15:30,1,enabled
29ddf7d2-2c92-40bc-b45e-ca3b79912283,1731547548,daily,daily,2024-11-13 17:35:13,4,enabled
f7f2832e-0bc3-432e-9c80-82983d3ddb42,1731547304,biweekly,friday,2024-11-13 17:21:44,13,enabled
659dd40b-f976-45dc-9768-2ab15b215f44,1731542357,biweekly,wednesday,2024-11-13 16:23:53,11,enabled
482cfbcb-50d0-4ef7-9fbf-6476a7a4ade8,1731539783,daily,daily,2024-11-13 15:25:39,4,enabled
b67fd3a9-527a-4ba9-b418-2db706674cf7,1731539332,monthly,fifteenth_day,2024-11-13 15:08:52,15,enabled
e5397681-2ffb-4924-8bb4-e66e946edb46,1731535353,biweekly,monday,2024-11-13 14:02:34,16,enabled
4e5fa6be-b470-4f39-abb6-3d817a75505c,1731531340,monthly,fifteenth_day,2024-11-13 12:55:40,15,enabled
9e1eff6f-31d8-480f-a12c-8a1eaf06a107,1731528819,monthly,fifteenth_day,2024-11-13 12:13:40,15,enabled
acf5313d-9210-47ee-b196-f3625668da97,1731528796,monthly,fifteenth_day,2024-11-13 12:13:16,15,enabled
5ac33df9-c6db-4b08-ae9e-277160807f80,1731528560,monthly,first_day,2024-11-13 12:09:20,1,enabled
b3391e39-1633-4943-adff-56318546a28b,1731528239,monthly,first_day,2024-11-13 12:03:59,1,enabled
318bfe2c-7b8c-4790-9752-0e761628e442,1731526862,monthly,fifteenth_day,2024-11-13 11:41:02,15,enabled
7d9ef3ad-9066-4168-a207-2eb246309d58,1731525494,biweekly,monday,2024-11-13 11:18:14,16,enabled
f8b0d8e6-01d2-4265-8121-932bb78f6429,1731524142,biweekly,friday,2024-11-13 10:55:42,13,enabled
d96db7f8-bd7a-4700-8d22-10a1fafb6481,1731518538,biweekly,friday,2024-11-13 09:22:18,13,enabled
4ea34a62-1833-46d9-af2b-c29c78f4b3a1,1731514809,biweekly,monday,2024-11-13 08:20:09,16,enabled
70dfb57e-2523-4210-a671-2b7239a603f2,1731514486,daily,daily,2024-11-13 08:15:07,4,enabled
118af8a2-e6a2-40d0-8ab2-680b1d7f8b1f,1731511300,weekly,friday,2024-11-13 07:21:47,6,enabled
ecaa169e-b804-4540-a165-157e642ded11,1731503003,weekly,wednesday,2024-11-13 05:03:23,4,enabled
62021d09-7542-40da-acb8-61de27bd151a,1731474449,biweekly,monday,2024-11-12 21:07:29,16,enabled
88d7ce64-6bf7-417b-97d6-d4f31ca666b6,1731467818,biweekly,monday,2024-11-12 19:16:58,16,enabled
242512ac-6e6c-40e8-a761-e041263057e3,1731467332,monthly,first_day,2024-11-12 19:08:52,1,enabled
a50295d7-5c2b-41b7-8327-d4a9aea5918f,1731464434,weekly,monday,2024-11-12 18:20:34,9,enabled
b903b3fc-1ff6-461d-a51c-71567bf941e4,1731460898,biweekly,friday,2024-11-12 17:21:38,13,enabled
eede9d14-bed8-419b-8d5f-5ea3cf897879,1725670519,weekly,friday,2024-11-12 16:30:38,6,enabled
7d1c56a4-906c-45db-a00b-9d8c11a52389,1731456812,biweekly,friday,2024-11-12 16:13:32,13,enabled
cd261977-c21e-42e6-aa1d-3de3eb22e9b1,1731456765,biweekly,friday,2024-11-12 16:12:45,13,enabled
e5f4af21-6965-481b-875f-869e149a203b,1723899753,biweekly,friday,2024-11-12 15:45:31,13,enabled
9ddd8cc9-f471-44fd-bba9-46acdc29a44a,1731455110,biweekly,friday,2024-11-12 15:45:11,13,enabled
dc65f8ce-290b-436e-8b53-fd0101d2d2f3,1731454813,monthly,first_day,2024-11-12 15:40:13,1,enabled
7cee1642-dd24-4164-8ecc-e5076481b186,1731453595,monthly,first_day,2024-11-12 15:19:55,1,enabled
e6d10526-aaa0-4601-a89f-e9dd51845810,1731451093,monthly,fifteenth_day,2024-11-12 14:38:13,15,enabled
4eedc734-4d54-437b-9629-04f6e5a9c165,1731449816,biweekly,thursday,2024-11-12 14:17:13,12,enabled
039643aa-6001-48ca-8a8a-c20686f6744f,1731442364,biweekly,monday,2024-11-12 12:12:44,16,enabled
45927348-f670-4f43-8e6b-96df6aab140a,1731435771,monthly,first_day,2024-11-12 10:22:51,1,enabled
0c9326a9-28a7-4666-b8ab-94884b2e5970,1731430225,biweekly,saturday,2024-11-12 08:50:21,14,enabled
c46f3667-9bb5-4a0c-9040-a1576dacabdf,1731418302,weekly,friday,2024-11-12 05:31:42,6,enabled
9e23a15f-5b04-413b-bab1-0e6f55910fb7,1731416946,weekly,friday,2024-11-12 05:09:06,6,enabled
2ed9fa68-4def-4faf-aa3d-810d9b4b9d8c,1730485428,monthly,first_day,2024-11-12 02:27:21,1,enabled
5106bfc0-e1df-488d-94ef-237ca049e30d,1731384977,biweekly,monday,2024-11-11 20:16:17,16,enabled
63a947e4-70ca-4f54-b603-766d7daa4468,1728272739,weekly,sunday,2024-11-11 19:50:12,8,enabled
9fe5842e-5f0c-4ba4-b51c-bcdd14a9ad5f,1731380589,biweekly,friday,2024-11-11 19:03:09,13,enabled
d8804552-cb20-4a56-889d-ecdbd234fd47,1731377403,weekly,sunday,2024-11-11 18:10:03,8,enabled
a16f3311-61c0-4ed6-8eab-96d08e936713,1731377177,weekly,wednesday,2024-11-11 18:06:18,4,enabled
675b2d54-395a-4ad1-90e5-dee5aa184f9e,1731376602,monthly,first_day,2024-11-11 17:56:42,1,enabled
3c700c10-3d42-49a5-ac54-b27d8820e440,1730926386,weekly,monday,2024-11-11 16:40:45,9,enabled
2db8f773-9e65-4200-bbf2-edc4994435a4,1731371290,biweekly,friday,2024-11-11 16:28:10,13,enabled
fe75e069-ce25-4f47-9549-413dcf8b1e5a,1731358449,weekly,monday,2024-11-11 12:54:18,9,enabled
2c39ce81-20a6-4636-b3fb-ae29aca3fc81,1727463757,biweekly,wednesday,2024-11-11 12:36:31,11,enabled
3e42d972-c9f0-4971-870a-d13fa3ee0574,1731354360,weekly,monday,2024-11-11 11:46:00,9,enabled
2d4badce-23c3-41bf-9fcb-fba9cad84d28,1731352313,monthly,first_day,2024-11-11 11:11:53,1,enabled
6630c670-9b36-438b-9233-2058c9a992e5,1731019563,biweekly,thursday,2024-11-11 10:58:53,12,enabled
1bc09727-3af7-4f68-8695-dafd560805ab,1731348815,biweekly,friday,2024-11-11 10:13:35,13,enabled
407bec5c-8faa-4dd4-8d68-6a322d524ef2,1731348774,biweekly,friday,2024-11-11 10:12:54,13,enabled
edd26e97-a986-499c-a8ad-9e95d7f35ecd,1722114803,weekly,sunday,2024-11-11 09:59:15,8,enabled
3b920741-3122-4690-bae9-ecdddcd420b1,1731344439,monthly,first_day,2024-11-11 09:00:39,1,enabled
a33a24ea-6363-4ec2-a30e-c33db3e3534b,1731344069,weekly,monday,2024-11-11 08:54:29,9,enabled
be466567-0c7c-42cc-81e4-b16a3d0a445e,1731342356,monthly,fifteenth_day,2024-11-11 08:25:56,15,enabled
7c9146f9-b68d-4065-b4c9-5788ad7d7cf4,1730686279,weekly,monday,2024-11-11 07:54:23,9,enabled
e108db1d-988b-4d9f-8670-fdd291d195ab,1731339335,monthly,first_day,2024-11-11 07:51:09,1,enabled
63542b6d-5c97-4e4c-9d36-42b069f7e537,1731337303,weekly,friday,2024-11-11 07:01:43,6,enabled
47507ff2-be57-4378-8602-ee3e1ee1171b,1731334311,biweekly,monday,2024-11-11 06:13:04,16,enabled
4c69f608-53e1-45fc-ae7c-552fa5ddaa47,1731325795,weekly,tuesday,2024-11-11 03:49:55,10,enabled
dd68f252-40e5-4669-a62a-7a347ae8dd73,1731325782,weekly,tuesday,2024-11-11 03:49:42,10,enabled
076fec67-d770-445b-bccd-f6acadac1489,1731164050,weekly,friday,2024-11-11 03:38:52,6,enabled
c152c34e-1126-4511-915b-9f37e7d01c8d,1726936646,weekly,monday,2024-11-11 00:55:59,9,enabled
2d30fe2d-6c32-4b8a-a19b-906184f64f62,1731309159,monthly,fifteenth_day,2024-11-10 23:12:39,15,enabled
6be17857-645b-4916-b8a7-a4441bc01eed,1731300851,weekly,monday,2024-11-10 20:54:11,9,enabled
82972c53-d074-488d-872d-d120e73a283d,1731300511,monthly,first_day,2024-11-10 20:48:31,1,enabled
0dbaa86b-23c0-4451-8a25-38810a5daf1e,1731300218,monthly,first_day,2024-11-10 20:43:39,1,enabled
f8890e45-f3b5-4231-bb34-02dbfa4a96b9,1731291876,biweekly,thursday,2024-11-10 18:24:36,12,enabled
19382508-7374-4474-9b27-74094edcc24f,1731287695,monthly,first_day,2024-11-10 17:15:37,1,enabled
e3121bf2-ac22-433a-bcea-a794b43803a7,1731285937,weekly,monday,2024-11-10 16:45:37,9,enabled
fd5c7307-e866-4224-a5b6-fa091f0117d0,1731284518,biweekly,monday,2024-11-10 16:21:58,16,enabled
7c014ec8-3658-4202-8e01-0c55027f8e74,1731280376,monthly,first_day,2024-11-10 15:12:56,1,enabled
58f0cadc-0ec0-4e6d-aad5-341aa361067b,1731274200,biweekly,monday,2024-11-10 13:32:07,16,enabled
49471678-ba52-46b0-b635-2459cefaf153,1731268908,biweekly,friday,2024-11-10 12:01:48,13,enabled
b9aff606-6932-4d81-8f4c-aba86f208241,1731266084,monthly,first_day,2024-11-10 11:14:44,1,enabled
fb756d57-d0be-44ca-a689-1c2d33198d53,1731266073,monthly,first_day,2024-11-10 11:14:33,1,enabled
709f4688-5a0c-4b02-aa23-935a557433cc,1731266001,monthly,first_day,2024-11-10 11:13:21,1,enabled
9039678a-a5df-4be8-876c-04bb7ab51bbd,1731263767,biweekly,thursday,2024-11-10 10:36:07,12,enabled
e7071d9b-c7ce-4e9e-9051-9e68ecd047d4,1731261262,weekly,sunday,2024-11-10 09:54:22,8,enabled
5e9b3b8a-9def-4412-8878-b99546ea9834,1731260061,weekly,friday,2024-11-10 09:34:21,6,enabled
ede69ce4-0ff7-48e2-ba68-946cc3aceee1,1731259927,monthly,first_day,2024-11-10 09:32:07,1,enabled
407b4400-7604-477b-9c3b-d30d75dfb282,1730430402,weekly,saturday,2024-11-10 09:21:46,7,enabled
e693256c-a17b-497f-a3ed-0e5bd6d109b3,1731258700,monthly,first_day,2024-11-10 09:11:40,1,enabled
e7c73392-0ae3-4657-b021-b84ddebd6826,1730115991,weekly,friday,2024-11-10 08:42:37,6,enabled
e48bb548-a87a-406f-8de7-14574c95df2c,1731252453,monthly,first_day,2024-11-10 07:28:22,1,enabled
c4ee11f0-a425-446b-a0aa-52798b9e8c81,1731252410,monthly,first_day,2024-11-10 07:26:50,1,enabled
0a8c37e9-3fa4-4e11-a383-552010bc2585,1727976026,monthly,first_day,2024-11-10 07:22:52,1,enabled
3d9b2e25-f572-492f-bd6a-9404e276c02f,1727976060,monthly,first_day,2024-11-10 07:22:38,1,enabled
1de66f8e-a97e-4c47-bf58-bf1f1170195f,1727975458,monthly,first_day,2024-11-10 07:22:26,1,enabled
d0287dea-599e-44c2-bdc8-e466f4d2d117,1730165146,monthly,first_day,2024-11-10 07:17:44,1,enabled
2e72488f-a7af-4ad9-b1fc-409162ee9f4c,1731245888,biweekly,friday,2024-11-10 05:38:29,13,enabled
f070b47a-ac27-4719-891f-537b3026cc47,1722777307,weekly,saturday,2024-11-10 05:12:07,7,enabled
9b55f592-0a8a-4210-839b-9c97e0bbb81f,1725588846,weekly,sunday,2024-11-10 04:16:27,8,enabled
2f48fe62-8ff4-498a-8486-9bae1b46c004,1725114736,weekly,sunday,2024-11-10 04:11:54,8,enabled
c5492ed1-020e-455e-86aa-f0ef2197501f,1731149562,monthly,first_day,2024-11-10 01:06:10,1,enabled
defe68ec-4e5d-4434-b1af-db0d339d2b16,1731228756,weekly,monday,2024-11-10 00:52:36,9,enabled
4fc5c46e-11b8-470c-a971-348c7721aa6f,1731217201,biweekly,saturday,2024-11-09 21:40:01,14,enabled
093b6a82-9080-446b-90d0-7e9d0a778472,1731217178,biweekly,saturday,2024-11-09 21:39:38,14,enabled
782cb6e1-c59a-4549-8aa2-5771c9c8fc78,1731214689,weekly,friday,2024-11-09 20:58:09,6,enabled
0d75ed63-6054-4eb8-b3dc-d0af99a8b76f,1731210767,weekly,sunday,2024-11-09 19:54:30,8,enabled
370e8be6-eba6-48f1-8a2f-0060e4110167,1731209348,monthly,first_day,2024-11-09 19:30:15,1,enabled
fec83afc-5a60-480b-a52e-28101c712372,1730112711,weekly,friday,2024-11-09 17:45:14,6,enabled
0220fb2f-aa7c-426f-b6c8-ebaba9c4dd97,1731188378,biweekly,monday,2024-11-09 13:39:39,16,enabled
83e1815d-b48f-47e6-89b6-9b52e5875c79,1727454824,monthly,first_day,2024-11-09 13:13:51,1,enabled
8d4e34bf-e14d-4fb1-8c27-6ee33ca614ac,1731184952,weekly,friday,2024-11-09 12:42:32,6,enabled
1110abdf-59a7-4735-8cf6-867520796059,1731183011,biweekly,monday,2024-11-09 12:10:11,16,enabled
8598af74-143a-4287-9acc-bf52d7a084ca,1731179731,weekly,saturday,2024-11-09 11:16:20,7,enabled
a1d07103-a4e4-49a1-a1a8-d5b131d4a477,1731178817,weekly,saturday,2024-11-09 11:00:17,7,enabled
b1197fbf-9d93-4ed7-aae4-da975acdf409,1731178801,weekly,saturday,2024-11-09 11:00:01,7,enabled
d859af69-5581-4dde-9fd5-235888847495,1731178777,weekly,saturday,2024-11-09 10:59:37,7,enabled
7510a23e-955c-45eb-bf3b-076de2fa4c36,1731176034,weekly,wednesday,2024-11-09 10:13:54,4,enabled
78a6e990-de9d-4ab7-a9ab-babe777c7a19,1731173230,weekly,wednesday,2024-11-09 09:27:10,4,enabled
a4662c75-9cde-4f2a-8c09-b0b3fc993f8a,1731172477,biweekly,monday,2024-11-09 09:14:53,16,enabled
3cf41387-d041-409f-aba3-738649fbd88d,1731171989,monthly,first_day,2024-11-09 09:06:28,1,enabled
89139daa-d31c-4a1c-93bd-6a7da4a8c2ea,1731169206,biweekly,monday,2024-11-09 08:20:06,16,enabled
90e2994c-3a42-410c-af83-ec9483e42531,1731167240,weekly,sunday,2024-11-09 07:47:20,8,enabled
0a19084f-37f1-4ef4-9675-e1b8e0c2e7c7,1731166064,monthly,fifteenth_day,2024-11-09 07:27:44,15,enabled
734d86eb-8a17-4ab1-bb3c-e79f42fe6780,1728142195,monthly,fifteenth_day,2024-11-09 07:27:29,15,enabled
34c90e90-4a22-4ad8-801f-4848fc9bdac0,1731165601,weekly,wednesday,2024-11-09 07:20:01,4,enabled
9f0a95d0-fc21-4c03-96c9-1ea10714cda3,1731163763,weekly,friday,2024-11-09 06:49:23,6,enabled
b845193b-7217-4292-a1fd-d0c46881e100,1731062830,weekly,friday,2024-11-09 06:18:40,6,enabled
1d303309-c95a-43a0-bbc9-be2db27034d4,1730904151,monthly,first_day,2024-11-09 05:58:12,1,enabled
3477a3f9-d37c-41c4-b760-57ad84413b42,1731160458,biweekly,friday,2024-11-09 05:54:18,13,enabled
493a4bf7-2008-4195-9338-349b7fda8e67,1731160434,biweekly,friday,2024-11-09 05:53:54,13,enabled
8b74a536-3978-4daf-87b8-bd47a4412368,1731159158,biweekly,friday,2024-11-09 05:32:38,13,enabled
17bb274c-c7cc-4025-bc92-00f982752ec4,1731115245,weekly,friday,2024-11-09 05:29:01,6,enabled
ef4f3356-9190-41f3-8a25-84fe44da1981,1731157894,biweekly,friday,2024-11-09 05:21:01,13,enabled
7ba20529-960e-4e60-aa4c-ea3650b0582b,1727290172,weekly,friday,2024-11-09 04:57:50,6,enabled
1e9430b9-dd7f-4b6a-84dd-5654f0fd3d33,1731126628,monthly,fifteenth_day,2024-11-08 20:30:28,15,enabled
02cbcdec-7ec6-4b79-82c9-109614de1bed,1726317891,biweekly,friday,2024-11-08 18:35:16,13,enabled
a43e31d5-29ab-4549-9700-74f4445ea786,1731114211,biweekly,monday,2024-11-08 17:03:31,16,enabled
6bf95736-7798-4853-9701-37d2faa57677,1731114197,biweekly,monday,2024-11-08 17:03:17,16,enabled
65b0c801-9dd9-4c2a-9892-abec72e98775,1731113242,biweekly,monday,2024-11-08 16:47:22,16,enabled
94dbe6b8-040c-48eb-8b06-5ec8935befac,1730986969,monthly,first_day,2024-11-08 16:43:38,1,enabled
7d39abe5-80bc-4c31-9621-daf887dfebd9,1730986996,monthly,first_day,2024-11-08 16:43:29,1,enabled
2ae12aca-c292-46ef-a40f-e094e386c2a3,1731111933,monthly,first_day,2024-11-08 16:30:07,1,enabled
1120d839-9287-429b-8210-9c9a96a114d7,1731104462,biweekly,friday,2024-11-08 14:21:02,13,enabled
c7b777ca-e20d-4930-ae72-22df98de3ff3,1731104452,biweekly,friday,2024-11-08 14:20:52,13,enabled
e92ed38b-b647-4c96-ad55-8eecb9bd2049,1731099653,biweekly,friday,2024-11-08 13:00:53,13,enabled
2368d345-0835-4364-a1ed-758871ce2b10,1731099640,biweekly,friday,2024-11-08 13:00:40,13,enabled
46c82cc8-4739-4be4-881b-f27401479533,1731099166,monthly,fifteenth_day,2024-11-08 12:52:46,15,enabled
d631bbd4-4c95-41b2-b135-def2a1786b65,1731098984,weekly,friday,2024-11-08 12:49:44,6,enabled
298b9863-9dca-4f31-b35c-7e19ce678e5e,1731085616,biweekly,friday,2024-11-08 09:08:27,13,enabled
aa288cb5-4797-4257-99bc-4716e983d8d2,1731084152,weekly,friday,2024-11-08 08:44:16,6,enabled
c4a8add1-1c58-4fea-acb2-54d2e41a4dc0,1723166863,biweekly,friday,2024-11-08 07:55:27,13,enabled
e3a7f346-318f-45a0-a30b-0420f7eec4de,1731079544,biweekly,monday,2024-11-08 07:25:44,16,enabled
151bce6e-113f-480d-8a4d-96bda9dad33a,1731079447,biweekly,monday,2024-11-08 07:24:07,16,enabled
1fafbf0f-c995-4ffd-b555-10aa3119944f,1731078253,weekly,sunday,2024-11-08 07:04:13,8,enabled
831a7c24-7876-47f5-b0aa-b427e41ace3d,1731078190,weekly,friday,2024-11-08 07:03:10,6,enabled
dc2592ea-eb1c-4ebd-9fd8-cb0078c93d1d,1731074614,weekly,saturday,2024-11-08 06:06:06,7,enabled
f7c494a8-7072-4eff-80eb-862291849ea2,1731073102,monthly,fifteenth_day,2024-11-08 05:38:22,15,enabled
2b0e5667-52e4-40cf-a4dd-c0218d6b7574,1731072519,biweekly,friday,2024-11-08 05:31:38,13,enabled
323d7b0e-3568-4948-9987-e123c31691d1,1731071344,biweekly,monday,2024-11-08 05:09:04,16,enabled
20f711ec-a9a5-4c85-a2ca-19a56665d132,1729315692,biweekly,friday,2024-11-08 04:59:13,13,enabled
cb2686aa-1a50-46f8-8e21-8179fc4d6b6f,1724711313,weekly,friday,2024-11-08 04:23:41,6,enabled
e5e5c20c-3002-467e-a41e-2f53824791b8,1724711279,weekly,friday,2024-11-08 04:23:26,6,enabled
5afe0b7a-1673-4338-8619-44518cfebe80,1730567946,weekly,friday,2024-11-08 01:07:22,6,enabled
4efb940c-8b4f-4a43-8ee7-3d58c06ffb88,1731040285,weekly,friday,2024-11-07 20:31:25,6,enabled
acdd1c63-bbc7-41e9-8ee6-530627e314c4,1731035478,weekly,friday,2024-11-07 19:12:11,6,enabled
cb6ecce9-3a07-4679-b40b-37bdf23d45c1,1731029119,weekly,friday,2024-11-07 17:33:41,6,enabled
3c5b3429-226b-4635-993e-b91fbd090f2a,1731025570,weekly,friday,2024-11-07 16:26:10,6,enabled
65af3f64-069e-487b-b7ff-0acc36f4b40a,1730315618,biweekly,thursday,2024-11-07 16:11:45,12,enabled
